protein_name	model	val_auroc	val_auprc	test_auroc	test_auprc	n_train	n_val	n_test	n_pos	n_neg	n_deduped_removed
CPEB4	random_forest	0.996258737209858	0.9868735156763643	0.9958698734443103	0.9871419630026104	5816	1981	1938	4865	10688	0
CPO	logistic_regression	0.9987521847561018	0.9971852079589285	0.9983793600862024	0.9957354958350797	6990	2314	2336	5795	12681	0
CPO	random_forest	0.9989421635475603	0.9975024404000712	0.99896765671979	0.9972414623191503	6990	2314	2336	5795	12681	0
DAZAP1	logistic_regression	0.9850875851394005	0.9679969923613184	0.988983567228452	0.9786357903323819	5395	1833	1808	4842	10317	0
DAZAP1	random_forest	0.9887891548950376	0.9757364791397894	0.9904870811200734	0.9809968594609565	5395	1833	1808	4842	10317	0
EIF-2ALPHA	logistic_regression	0.9118220537455202	0.8661628338354241	0.9154128303016693	0.8598572576528949	2002	644	646	1844	3781	0
EIF-2ALPHA	random_forest	0.9434114353561431	0.9079504068880936	0.9390031332541999	0.8960355004144811	2002	644	646	1844	3781	0
ELAV	logistic_regression	0.9673400989788887	0.9056544796654508	0.9599410431652526	0.884473935393026	3977	1333	1363	3616	7914	0
ELAV	random_forest	0.9653855791517886	0.8876992265222078	0.9569692838478602	0.8642423498652381	3977	1333	1363	3616	7914	0
ENOX1	logistic_regression	0.9760371570909566	0.9588052121264278	0.9748402376053111	0.9530620046162778	5118	1671	1674	4553	9823	0
ENOX1	random_forest	0.9758165019004317	0.9570110611609803	0.976000310595178	0.9531520028748415	5118	1671	1674	4553	9823	0
ESRP2	logistic_regression	0.9850949327081107	0.9653659226984892	0.9906512023414017	0.9790792417089041	5400	1762	1778	5012	10734	0
ESRP2	random_forest	0.9867571170798423	0.9654409399771664	0.9917141275114697	0.9801296612953043	5400	1762	1778	5012	10734	0
ETR-1	logistic_regression	0.9991519963984103	0.9983790861532109	0.9983030255379213	0.9966278492734904	4564	1504	1537	5048	10852	0
ETR-1	random_forest	0.9981933836313959	0.9965475054694619	0.9981092728001109	0.9961222409211045	4564	1504	1537	5048	10852	0
EXC-7	logistic_regression	0.9927097661623109	0.9814720426454978	0.9929153477877797	0.9829537564526343	7410	2402	2461	6667	14449	0
EXC-7	random_forest	0.9921657188609908	0.9807549874146579	0.9922226935741268	0.9805650400374721	7410	2402	2461	6667	14449	0
FMR1	logistic_regression	0.9361193071780527	0.8956975656148074	0.9374226716156833	0.8974113513724447	4669	1515	1537	4255	9049	0
FMR1	random_forest	0.9406564229000339	0.8959413697113796	0.9451306227512551	0.9067013978966029	4669	1515	1537	4255	9049	0
FNE	logistic_regression	0.9609731240981242	0.899670972089892	0.9622716505328525	0.9190018721008836	5081	1700	1678	4493	9845	0
FNE	random_forest	0.9504635642135641	0.8799399382116831	0.958419854661992	0.9027850031179029	5081	1700	1678	4493	9845	0
FOX-1	logistic_regression	0.9941403368252428	0.9855053192342982	0.9939690961419105	0.9873686340548112	5309	1762	1800	5149	11153	0
FOX-1	random_forest	0.9983250075529232	0.9967291742001835	0.9984302759684769	0.9968307945037331	5309	1762	1800	5149	11153	0
FUS	logistic_regression	0.9928404962088414	0.9847281202660083	0.994793380758293	0.9916220345395018	2968	1029	1005	3012	6636	0
FUS	random_forest	0.9962776244770467	0.9918857451734429	0.996814426638988	0.9943389759882204	2968	1029	1005	3012	6636	0
FXR1	logistic_regression	0.9856322063709204	0.9779029415846007	0.9819340350544841	0.9732959980176079	4462	1452	1445	4312	9411	0
FXR1	random_forest	0.9901231190150479	0.9843852021892794	0.9870055293100796	0.980420537820083	4462	1452	1445	4312	9411	0
FXR2	logistic_regression	0.9791463145486492	0.9648585025327456	0.9807394515111095	0.9704473792252377	4877	1590	1632	4463	9477	0
FXR2	random_forest	0.9812951560390829	0.968260033912335	0.9840707244868083	0.9733654543599984	4877	1590	1632	4463	9477	0
G3BP2	logistic_regression	0.984676356770104	0.96985221363195	0.9858623573109309	0.9734679210473224	8000	2603	2601	6590	14124	0
G3BP2	random_forest	0.9904091059997718	0.980603174167835	0.9879087827107196	0.9754832299647876	8000	2603	2601	6590	14124	0
HNRNPA1	logistic_regression	0.9981770181837334	0.996613879296219	0.9984760964655548	0.9967033591702605	7914	2608	2602	6898	14837	0
HNRNPA1	random_forest	0.9989867934217284	0.9980105800462445	0.9985871797873587	0.9971321011523785	7914	2608	2602	6898	14837	0
HNRNPA1L2	logistic_regression	0.9977693811019321	0.9956800399876695	0.997394243535504	0.995366831765598	5983	1984	1991	5998	12932	0
HNRNPA1L2	random_forest	0.9967975523998089	0.9933833180241065	0.9956391067319555	0.9913298749296066	5983	1984	1991	5998	12932	0
HNRNPA2B1	logistic_regression	0.9981290862781277	0.9958320192226534	0.9978924386086943	0.9962058204501956	8748	2934	2899	7680	16496	0
HNRNPA2B1	random_forest	0.9974364245317076	0.9942490606975398	0.997793797617159	0.9954549929602903	8748	2934	2899	7680	16496	0
HNRNPAB	logistic_regression	0.9957770854967117	0.9933879423892178	0.9963866283991007	0.9936164083315947	7002	2343	2314	6900	14824	0
HNRNPAB	random_forest	0.9962458801751772	0.9936863041773908	0.9968338707327924	0.9944513229009684	7002	2343	2314	6900	14824	0
HNRNPC	logistic_regression	0.9984057172282634	0.9959917099303409	0.9985370938580321	0.9966368275899193	5870	1954	1972	4981	10920	0
HNRNPC	random_forest	0.9945900510484038	0.982003795213713	0.9947255284188953	0.9841544838397713	5870	1954	1972	4981	10920	0
HNRNPCL1	logistic_regression	0.9989104595879557	0.9977007404708099	0.9988044941733599	0.9974758550803846	5680	1895	1879	5123	11216	0
HNRNPCL1	random_forest	0.9959026259303095	0.9890912574190804	0.995852484640265	0.9900954272055764	5680	1895	1879	5123	11216	0
HNRNPH2	logistic_regression	0.9993202801074306	0.9986453202297642	0.9994558999053381	0.9990481521321531	9863	3247	3257	9395	19926	0
