protein_name	best_model	auroc	auprc	val_auroc	val_auprc	accuracy	f1	n_train	n_val	n_test	n_pos	n_neg	n_deduped_removed	rna_length_mode	split_mode	dataset
RBFOX3	logistic_regression	0.9751375	0.9578122158143519	0.988025	0.9783757608533181	0.9266666666666666	0.8916256157635468	1800	600	600	1000	2000	0	40	honest_60_20_20	htr_selex
RBM14	random_forest	0.957375	0.9412939084664463	0.9633999999999999	0.9416650882906166	0.9066666666666666	0.8613861386138614	1800	600	600	1000	2000	0	40	honest_60_20_20	htr_selex
RBM24	random_forest	0.9937874999999999	0.9922734816862359	0.9970375	0.9961385020846704	0.9833333333333333	0.9752475247524752	1800	600	600	1000	2000	0	40	honest_60_20_20	htr_selex
RBM28	random_forest	0.8944124999999998	0.8391257154675588	0.9029499999999999	0.8261837306878655	0.82	0.7403846153846154	1800	600	600	1000	2000	0	40	honest_60_20_20	htr_selex
RBM38	random_forest	0.9768374999999999	0.9775788038397618	0.98525	0.9821958972519969	0.9633333333333334	0.9430051813471503	1800	600	600	1000	2000	0	40	honest_60_20_20	htr_selex
RBM4	random_forest	0.9716250000000001	0.9627586266323839	0.9629875	0.9554628727662524	0.9333333333333333	0.8969072164948454	1800	600	600	1000	2000	0	40	honest_60_20_20	htr_selex
RBM42	logistic_regression	0.9921381578947368	0.9951648471887999	0.9933884297520661	0.9971089016639831	0.9857954545454546	0.9875930521091811	1050	321	352	1000	2000	0	26	honest_60_20_20	htr_selex
RBM46	random_forest	0.9611625	0.9481256559968179	0.929925	0.9192353798790963	0.915	0.8721804511278195	1800	600	600	1000	2000	0	40	honest_60_20_20	htr_selex
RBM4B	random_forest	0.966575	0.9551351676702914	0.9544124999999999	0.945834905911293	0.9366666666666666	0.9030612244897959	1800	600	600	1000	2000	0	40	honest_60_20_20	htr_selex
RBM6	random_forest	0.92535	0.9106184764086291	0.934625	0.9176493789205461	0.895	0.832	1800	600	600	1000	2000	0	40	honest_60_20_20	htr_selex
RBMS1	random_forest	0.9160874999999999	0.852158121542551	0.9135375	0.8221557962426096	0.8583333333333333	0.7980997624703088	1800	600	600	1000	2000	0	40	honest_60_20_20	htr_selex
