protein_name	model	val_auroc	val_auprc	test_auroc	test_auprc	n_train	n_val	n_test	n_pos	n_neg	n_deduped_removed
RBM3	logistic_regression	0.9155625000000001	0.7949662014832956	0.9083125000000001	0.7806765221827767	1800	600	600	1000	2000	0
RBM3	random_forest	0.9476	0.8497642495822786	0.9407125	0.8190249125424549	1800	600	600	1000	2000	0
RBM4	logistic_regression	0.9989	0.9976518363051907	0.98985625	0.9533881465013796	1800	600	600	1000	2000	0
RBM4	random_forest	0.9996125	0.9991994983007151	0.9895750000000001	0.9510974551890236	1800	600	600	1000	2000	0
RBM41	logistic_regression	0.9970749999999999	0.9945077907516671	0.9961500000000001	0.9914531764373775	1800	600	600	1000	2000	0
RBM41	random_forest	0.999525	0.9990467176610649	0.998125	0.9958629851920137	1800	600	600	1000	2000	0
RBM45	logistic_regression	0.9989250000000001	0.9978309248140391	0.999425	0.9988839821568675	1800	600	600	1000	2000	0
RBM45	random_forest	0.9993	0.9985650073276084	0.999275	0.9984633178082017	1800	600	600	1000	2000	0
RBM47	logistic_regression	0.980225	0.92895616281371	0.98519375	0.9591643177826626	1800	600	600	1000	2000	0
RBM47	random_forest	0.9870375	0.9606835466079539	0.9926625	0.9773408855439402	1800	600	600	1000	2000	0
RBM4B	logistic_regression	0.9960875	0.9870240595969577	0.9934624999999999	0.983218838673739	1800	600	600	1000	2000	0
RBM4B	random_forest	0.9985875	0.9966591267171413	0.9957	0.9869309895587884	1800	600	600	1000	2000	0
RBM5	logistic_regression	0.9968375	0.9876205692172466	0.9960249999999999	0.9875923479467061	1800	600	600	1000	2000	0
RBM5	random_forest	0.997375	0.991165715282186	0.9973625	0.9923675296028847	1800	600	600	1000	2000	0
RBM6	logistic_regression	0.993525	0.9777314839594581	0.9963624999999999	0.9894400240821024	1800	600	600	1000	2000	0
RBM6	random_forest	0.99765	0.9927371950470145	0.9968250000000001	0.9899908441612301	1800	600	600	1000	2000	0
RBMS2	logistic_regression	0.9877874999999999	0.972621088153116	0.9908625	0.9774457163414452	1800	600	600	1000	2000	0
RBMS2	random_forest	0.9861249999999999	0.9636081012838491	0.994	0.982777979495395	1800	600	600	1000	2000	0
RBMS3	logistic_regression	0.9906	0.9803775805285923	0.9906375	0.9798694967428643	1800	600	600	1000	2000	0
RBMS3	random_forest	0.9966499999999999	0.9904271020495716	0.994	0.9847165113797122	1800	600	600	1000	2000	0
RC3H1	logistic_regression	0.984175	0.951117341794764	0.9804875	0.9269150608998973	1800	600	600	1000	2000	0
RC3H1	random_forest	0.9876874999999999	0.9571266864782308	0.984175	0.9447348960214182	1800	600	600	1000	2000	0
SAFB2	logistic_regression	0.9658625	0.9075747405265973	0.9737125	0.9417638831333464	1800	600	600	1000	2000	0
SAFB2	random_forest	0.983425	0.9470353457562567	0.9894875000000001	0.974798751569938	1800	600	600	1000	2000	0
SF1	logistic_regression	0.9891125000000001	0.9754481436734513	0.9847	0.9478589629174617	1800	600	600	1000	2000	0
SF1	random_forest	0.9917125	0.9721229187385592	0.9955125	0.9892182370117721	1800	600	600	1000	2000	0
SFPQ	logistic_regression	0.9909125000000001	0.9775335163596564	0.9860875000000001	0.9684785098960825	1800	600	600	1000	2000	0
SFPQ	random_forest	0.9926625	0.9795986638328693	0.9944625	0.9807822090319979	1800	600	600	1000	2000	0
SNRPA	logistic_regression	0.9947625	0.9888604516964757	0.9836375	0.9470447768441956	1800	600	600	1000	2000	0
SNRPA	random_forest	0.9966125	0.9909677323142502	0.9857625	0.9342405637325764	1800	600	600	1000	2000	0
SNRPB2	logistic_regression	0.986675	0.9503498331576816	0.994725	0.9848146956090328	1800	600	600	1000	2000	0
SNRPB2	random_forest	0.9889625	0.9626353530317985	0.9958750000000001	0.9821038504701016	1800	600	600	1000	2000	0
SRSF11	logistic_regression	0.999475	0.9988445656590969	0.9995249999999999	0.9990128728087346	1800	600	600	1000	2000	0
SRSF11	random_forest	0.999475	0.9988312757622009	0.99925	0.9983884939859408	1800	600	600	1000	2000	0
SRSF2	logistic_regression	0.99270625	0.9672226288931968	0.9883375	0.9431310170600047	1800	600	600	1000	2000	0
