protein_name	best_model	auroc	auprc	val_auroc	val_auprc	accuracy	f1	n_train	n_val	n_test	n_pos	n_neg	n_deduped_removed	rna_length_mode	split_mode	dataset
G3BP2	random_forest	0.9879087827107196	0.9754832299647876	0.9904091059997718	0.980603174167835	0.9392541330257593	0.9182194616977226	8000	2603	2601	6590	14124	0	38	honest_60_20_20	rnacompete_eukarya
HNRNPA1	random_forest	0.9985871797873587	0.9971321011523785	0.9989867934217284	0.9980105800462445	0.9800153727901614	0.9705215419501134	7914	2608	2602	6898	14837	0	38	honest_60_20_20	rnacompete_eukarya
HNRNPA1L2	logistic_regression	0.997394243535504	0.995366831765598	0.9977693811019321	0.9956800399876695	0.9779005524861878	0.9709379128137384	5983	1984	1991	5998	12932	0	38	honest_60_20_20	rnacompete_eukarya
HNRNPA2B1	logistic_regression	0.9978924386086943	0.9962058204501956	0.9981290862781277	0.9958320192226534	0.9789582614694722	0.971824480369515	8748	2934	2899	7680	16496	0	38	honest_60_20_20	rnacompete_eukarya
HNRNPAB	random_forest	0.9968338707327924	0.9944513229009684	0.9962458801751772	0.9936863041773908	0.9684528954191876	0.9605618584548893	7002	2343	2314	6900	14824	0	38	honest_60_20_20	rnacompete_eukarya
HNRNPC	logistic_regression	0.9985370938580321	0.9966368275899193	0.9984057172282634	0.9959917099303409	0.9878296146044625	0.98125	5870	1954	1972	4981	10920	0	38	honest_60_20_20	rnacompete_eukarya
HNRNPCL1	logistic_regression	0.9988044941733599	0.9974758550803846	0.9989104595879557	0.9977007404708099	0.981373070782331	0.97165991902834	5680	1895	1879	5123	11216	0	38	honest_60_20_20	rnacompete_eukarya
HNRNPH2	logistic_regression	0.9994558999053381	0.9990481521321531	0.9993202801074306	0.9986453202297642	0.9917101627264354	0.9883167459974037	9863	3247	3257	9395	19926	0	38	honest_60_20_20	rnacompete_eukarya
HNRNPK	random_forest	0.9820905129728659	0.9731241355180449	0.9894698996655519	0.9838850192579829	0.9102969046114971	0.8988603988603988	4688	1570	1583	4491	9638	0	38	honest_60_20_20	rnacompete_eukarya
HNRNPL	random_forest	0.9950277544031936	0.9907889880813892	0.9971519911206477	0.9955395320089383	0.9653720168460459	0.9582392776523702	6399	2148	2137	5857	12761	0	38	honest_60_20_20	rnacompete_eukarya
