Experiment,Sample,Cells,Input_replicate,Input_adapter_1,Input_adapter_2,Input_fastq_1,Input_fastq_2,CLIP_replicate,CLIP_adapter_1,CLIP_adapter_2,CLIP_fastq_1,CLIP_fastq_2,CLIP Experiment accession,Barcode 1,Barcode 2
PCBP2_HepG2,PCBP2,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF837BRE.fastq.gz,ENCFF130FRI.fastq.gz,2,fwd_encode3.fasta,C01_D08fixed.fasta,ENCFF359KSX.fastq.gz,ENCFF488GID.fastq.gz,ENCSR339FUY,C01,D08fixed
POLR2G_HepG2,POLR2G,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF365RSB.fastq.gz,ENCFF534IGJ.fastq.gz,2,fwd_encode3.fasta,C01_D08fixed.fasta,ENCFF865UYY.fastq.gz,ENCFF219FAE.fastq.gz,ENCSR820WHR,C01,D08fixed
PRPF8_HepG2,PRPF8,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF998PYJ.fastq.gz,ENCFF025IVF.fastq.gz,2,fwd_encode3.fasta,C01_D08fixed.fasta,ENCFF074MHP.fastq.gz,ENCFF419BEO.fastq.gz,ENCSR121NVA,C01,D08fixed
RBFOX2_HepG2,RBFOX2,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF264UQQ.fastq.gz,ENCFF648TWD.fastq.gz,2,fwd_encode3.fasta,C01_D08fixed.fasta,ENCFF591SSP.fastq.gz,ENCFF289OFA.fastq.gz,ENCSR987FTF,C01,D08fixed
RBM5_HepG2,RBM5,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF783GFR.fastq.gz,ENCFF021GAP.fastq.gz,2,fwd_encode3.fasta,C01_D08fixed.fasta,ENCFF068IRI.fastq.gz,ENCFF797BGS.fastq.gz,ENCSR489ABS,C01,D08fixed
SAFB_HepG2,SAFB,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF147POJ.fastq.gz,ENCFF184MJQ.fastq.gz,2,fwd_encode3.fasta,C01_D08fixed.fasta,ENCFF040MFF.fastq.gz,ENCFF707BBC.fastq.gz,ENCSR337XGI,C01,D08fixed
SDAD1_HepG2,SDAD1,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF942DWN.fastq.gz,ENCFF908FHY.fastq.gz,2,fwd_encode3.fasta,C01_D08fixed.fasta,ENCFF283KXT.fastq.gz,ENCFF772OQA.fastq.gz,ENCSR050BDZ,C01,D08fixed
SF3B4_HepG2,SF3B4,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF772NLB.fastq.gz,ENCFF673XBX.fastq.gz,2,fwd_encode3.fasta,C01_D08fixed.fasta,ENCFF702GTT.fastq.gz,ENCFF722QLW.fastq.gz,ENCSR279UJF,C01,D08fixed
SLTM_HepG2,SLTM,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF995SCZ.fastq.gz,ENCFF489KGX.fastq.gz,2,fwd_encode3.fasta,C01_D08fixed.fasta,ENCFF958NRC.fastq.gz,ENCFF208JVP.fastq.gz,ENCSR351PVI,C01,D08fixed
SMNDC1_HepG2,SMNDC1,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF040CHT.fastq.gz,ENCFF993KFQ.fastq.gz,2,fwd_encode3.fasta,C01_D08fixed.fasta,ENCFF347ARQ.fastq.gz,ENCFF911CAB.fastq.gz,ENCSR373ODC,C01,D08fixed
SRSF1_HepG2,SRSF1,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF614VTZ.fastq.gz,ENCFF831COI.fastq.gz,2,fwd_encode3.fasta,C01_D08fixed.fasta,ENCFF816JAS.fastq.gz,ENCFF286FKW.fastq.gz,ENCSR989VIY,C01,D08fixed
SRSF7_HepG2,SRSF7,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF611KBN.fastq.gz,ENCFF043KVQ.fastq.gz,2,fwd_encode3.fasta,C01_D08fixed.fasta,ENCFF729MSV.fastq.gz,ENCFF578OMQ.fastq.gz,ENCSR513NDD,C01,D08fixed
TAF15_HepG2,TAF15,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF832HQP.fastq.gz,ENCFF612XKJ.fastq.gz,2,fwd_encode3.fasta,C01_D08fixed.fasta,ENCFF185GGV.fastq.gz,ENCFF192XSY.fastq.gz,ENCSR841EQA,C01,D08fixed
TIA1_HepG2,TIA1,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF678FPJ.fastq.gz,ENCFF805EWQ.fastq.gz,2,fwd_encode3.fasta,C01_D08fixed.fasta,ENCFF181GFC.fastq.gz,ENCFF643ZXH.fastq.gz,ENCSR623VEQ,C01,D08fixed
TROVE2_HepG2,TROVE2,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF456RUG.fastq.gz,ENCFF465JRJ.fastq.gz,2,fwd_encode3.fasta,C01_D08fixed.fasta,ENCFF857CKQ.fastq.gz,ENCFF681SRL.fastq.gz,ENCSR993FMY,C01,D08fixed
UPF1_HepG2,UPF1,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF159XFE.fastq.gz,ENCFF257MNA.fastq.gz,2,fwd_encode3.fasta,C01_D08fixed.fasta,ENCFF881UQQ.fastq.gz,ENCFF528BUU.fastq.gz,ENCSR539BEV,C01,D08fixed
XRCC6_HepG2,XRCC6,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF656XSL.fastq.gz,ENCFF574XRV.fastq.gz,2,fwd_encode3.fasta,C01_D08fixed.fasta,ENCFF202EFD.fastq.gz,ENCFF246PWB.fastq.gz,ENCSR571ROL,C01,D08fixed
ZNF800_HepG2,ZNF800,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF356RSL.fastq.gz,ENCFF362SXF.fastq.gz,2,fwd_encode3.fasta,C01_D08fixed.fasta,ENCFF348GPW.fastq.gz,ENCFF959DLJ.fastq.gz,ENCSR685AUR,C01,D08fixed
SUB1_HepG2,SUB1,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF838LHV.fastq.gz,ENCFF988APT.fastq.gz,2,fwd_encode3.fasta,RiL19.fasta,ENCFF457GXO.fastq.gz,ENCFF513BPQ.fastq.gz,ENCSR406OOZ,Nil,Nil
DDX6_HepG2,DDX6,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF219DHH.fastq.gz,ENCFF158NBG.fastq.gz,2,fwd_encode3.fasta,RiL19.fasta,ENCFF102XRX.fastq.gz,ENCFF566VWD.fastq.gz,ENCSR141OIM,X2A,X2B
EFTUD2_HepG2,EFTUD2,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF826QWS.fastq.gz,ENCFF671ZYB.fastq.gz,2,fwd_encode3.fasta,RiL19.fasta,ENCFF441XUV.fastq.gz,ENCFF727KTZ.fastq.gz,ENCSR527DXF,X2A,X2B
FUS_HepG2,FUS,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF078WXK.fastq.gz,ENCFF609YLK.fastq.gz,2,fwd_encode3.fasta,RiL19.fasta,ENCFF331AAL.fastq.gz,ENCFF821CAW.fastq.gz,ENCSR464OSH,X2A,X2B
HNRNPL_HepG2,HNRNPL,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF375ZHC.fastq.gz,ENCFF676LYW.fastq.gz,2,fwd_encode3.fasta,RiL19.fasta,ENCFF242YTA.fastq.gz,ENCFF149UBH.fastq.gz,ENCSR724RDN,X2A,X2B
MATR3_HepG2,MATR3,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF396MHA.fastq.gz,ENCFF480VLX.fastq.gz,2,fwd_encode3.fasta,RiL19.fasta,ENCFF891MFI.fastq.gz,ENCFF527QLM.fastq.gz,ENCSR290VLT,X2A,X2B
PABPN1_HepG2,PABPN1,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF598XCN.fastq.gz,ENCFF204AJE.fastq.gz,2,fwd_encode3.fasta,RiL19.fasta,ENCFF937NJC.fastq.gz,ENCFF049DAF.fastq.gz,ENCSR820UYE,X2A,X2B
PCBP1_HepG2,PCBP1,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF693OCX.fastq.gz,ENCFF468VDU.fastq.gz,2,fwd_encode3.fasta,RiL19.fasta,ENCFF725CBA.fastq.gz,ENCFF973FFS.fastq.gz,ENCSR256CHX,X2A,X2B
PRPF4_HepG2,PRPF4,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF560IMA.fastq.gz,ENCFF343WLN.fastq.gz,2,fwd_encode3.fasta,RiL19.fasta,ENCFF601DRB.fastq.gz,ENCFF541DXC.fastq.gz,ENCSR977OXG,X2A,X2B
TIAL1_HepG2,TIAL1,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF335LFP.fastq.gz,ENCFF095YOS.fastq.gz,2,fwd_encode3.fasta,RiL19.fasta,ENCFF164ZGA.fastq.gz,ENCFF430UQQ.fastq.gz,ENCSR322HHA,X2A,X2B
