Experiment,Sample,Cells,Input_replicate,Input_adapter_1,Input_adapter_2,Input_fastq_1,Input_fastq_2,CLIP_replicate,CLIP_adapter_1,CLIP_adapter_2,CLIP_fastq_1,CLIP_fastq_2,CLIP Experiment accession,Barcode 1,Barcode 2
UCHL5_K562,UCHL5,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF434XME.fastq.gz,ENCFF545RPT.fastq.gz,2,fwd_encode3.fasta,C01_D08fixed.fasta,ENCFF155EKG.fastq.gz,ENCFF807WFX.fastq.gz,ENCSR349KMG,C01,D08fixed
WDR43_K562,WDR43,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF855XKN.fastq.gz,ENCFF407AXQ.fastq.gz,2,fwd_encode3.fasta,C01_D08fixed.fasta,ENCFF083HOA.fastq.gz,ENCFF188RTW.fastq.gz,ENCSR349CMI,C01,D08fixed
WRN_K562,WRN,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF467KQF.fastq.gz,ENCFF137BBS.fastq.gz,2,fwd_encode3.fasta,C01_D08fixed.fasta,ENCFF673VLP.fastq.gz,ENCFF548GPO.fastq.gz,ENCSR038JME,C01,D08fixed
XRCC6_K562,XRCC6,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF314GJB.fastq.gz,ENCFF018HDR.fastq.gz,2,fwd_encode3.fasta,C01_D08fixed.fasta,ENCFF041HAI.fastq.gz,ENCFF290QYC.fastq.gz,ENCSR258QKO,C01,D08fixed
XRN2_K562,XRN2,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF624VHF.fastq.gz,ENCFF449OPY.fastq.gz,2,fwd_encode3.fasta,C01_D08fixed.fasta,ENCFF963JOW.fastq.gz,ENCFF096SEZ.fastq.gz,ENCSR657TZB,C01,D08fixed
NOLC1_K562,NOLC1,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF813QRH.fastq.gz,ENCFF900HNJ.fastq.gz,2,fwd_encode3.fasta,RiL19.fasta,ENCFF498BYQ.fastq.gz,ENCFF678KRL.fastq.gz,ENCSR001VAC,Nil,Nil
DDX51_K562,DDX51,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF057EYS.fastq.gz,ENCFF839MJH.fastq.gz,2,fwd_encode3.fasta,RiL19.fasta,ENCFF447BHR.fastq.gz,ENCFF143MWR.fastq.gz,ENCSR145NLR,X2A,X2B
DDX52_K562,DDX52,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF947YWJ.fastq.gz,ENCFF190PTC.fastq.gz,2,fwd_encode3.fasta,RiL19.fasta,ENCFF533ART.fastq.gz,ENCFF592QGC.fastq.gz,ENCSR154CSN,X2A,X2B
DDX55_K562,DDX55,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF971JKG.fastq.gz,ENCFF216XJE.fastq.gz,2,fwd_encode3.fasta,RiL19.fasta,ENCFF992HTJ.fastq.gz,ENCFF667IWN.fastq.gz,ENCSR923NKN,X2A,X2B
DHX30_K562,DHX30,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF418SOC.fastq.gz,ENCFF245WDH.fastq.gz,2,fwd_encode3.fasta,RiL19.fasta,ENCFF238BOS.fastq.gz,ENCFF510RNY.fastq.gz,ENCSR529GSJ,X2A,X2B
GEMIN5_K562,GEMIN5,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF064TEN.fastq.gz,ENCFF381NWX.fastq.gz,2,fwd_encode3.fasta,RiL19.fasta,ENCFF384BDA.fastq.gz,ENCFF175TMY.fastq.gz,ENCSR238CLX,X2A,X2B
PHF6_K562,PHF6,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF928TNJ.fastq.gz,ENCFF804TGO.fastq.gz,2,fwd_encode3.fasta,RiL19.fasta,ENCFF461CTN.fastq.gz,ENCFF165KAR.fastq.gz,ENCSR001KKZ,X2A,X2B
SERBP1_K562,SERBP1,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF997VKX.fastq.gz,ENCFF012GQR.fastq.gz,2,fwd_encode3.fasta,RiL19.fasta,ENCFF628QLB.fastq.gz,ENCFF007VAP.fastq.gz,ENCSR121GQH,X2A,X2B
YBX3_K562,YBX3,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF035HRR.fastq.gz,ENCFF131CGH.fastq.gz,2,fwd_encode3.fasta,RiL19.fasta,ENCFF631SCU.fastq.gz,ENCFF047HLT.fastq.gz,ENCSR529FKI,X2A,X2B
ZRANB2_K562,ZRANB2,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF215LAB.fastq.gz,ENCFF554SKU.fastq.gz,2,fwd_encode3.fasta,RiL19.fasta,ENCFF955OGW.fastq.gz,ENCFF681RRF.fastq.gz,ENCSR663NRA,X2A,X2B
