eclip_id	gt_out_folder	pos_bed	neg_bed	mode_settings	num_pos	min_pos	max_pos	mean_pos	median_pos	num_neg	min_neg	max_neg	mean_neg	median_neg
AATF_K562_ENCSR819XBT	rnaprot_gt_out/AATF_K562_ENCSR819XBT_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/AATF_K562_ENCSR819XBT.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/AATF_K562_ENCSR819XBT.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	708	61	232	99.79802259887006	95.0	708	61	229	100.19209039548022	96.0
ADAR_K562_ENCSR202LKI	rnaprot_gt_out/ADAR_K562_ENCSR202LKI_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/ADAR_K562_ENCSR202LKI.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/ADAR_K562_ENCSR202LKI.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	746	61	235	95.92761394101876	91.0	746	61	235	95.47721179624665	91.0
ADAT1_K562_ENCSR750YOM	rnaprot_gt_out/ADAT1_K562_ENCSR750YOM_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/ADAT1_K562_ENCSR750YOM.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/ADAT1_K562_ENCSR750YOM.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	668	61	276	119.02694610778443	117.0	668	61	254	118.18263473053892	115.5
AGGF1_HepG2_ENCSR543TPH	rnaprot_gt_out/AGGF1_HepG2_ENCSR543TPH_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/AGGF1_HepG2_ENCSR543TPH.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/AGGF1_HepG2_ENCSR543TPH.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	1752	61	280	110.98801369863014	104.0	1752	61	280	110.95947488584476	103.0
AGGF1_K562_ENCSR725ARB	rnaprot_gt_out/AGGF1_K562_ENCSR725ARB_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/AGGF1_K562_ENCSR725ARB.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/AGGF1_K562_ENCSR725ARB.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	3457	61	300	109.80300838877639	101	3457	61	283	110.71709574775817	102
AGO2_K562_ENCSR048YXG	rnaprot_gt_out/AGO2_K562_ENCSR048YXG_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/AGO2_K562_ENCSR048YXG.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/AGO2_K562_ENCSR048YXG.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	8187	61	291	109.1772321973861	107	8187	61	291	108.95150848906803	107
AKAP1_HepG2_ENCSR356ZMO	rnaprot_gt_out/AKAP1_HepG2_ENCSR356ZMO_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/AKAP1_HepG2_ENCSR356ZMO.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/AKAP1_HepG2_ENCSR356ZMO.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	3484	61	295	112.99425947187142	106.0	3484	61	295	112.93226176808267	106.0
AKAP1_K562_ENCSR177QQY	rnaprot_gt_out/AKAP1_K562_ENCSR177QQY_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/AKAP1_K562_ENCSR177QQY.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/AKAP1_K562_ENCSR177QQY.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	1181	61	296	108.7502116850127	102	1181	61	296	108.19475021168502	102
AKAP8L_K562_ENCSR206RXT	rnaprot_gt_out/AKAP8L_K562_ENCSR206RXT_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/AKAP8L_K562_ENCSR206RXT.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/AKAP8L_K562_ENCSR206RXT.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	1852	61	268	110.05669546436285	105.0	1852	61	268	110.02861771058315	105.0
APEX1_HepG2_ENCSR554GSW	rnaprot_gt_out/APEX1_HepG2_ENCSR554GSW_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/APEX1_HepG2_ENCSR554GSW.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/APEX1_HepG2_ENCSR554GSW.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	349	61	330	106.36103151862464	103	349	61	245	109.39541547277938	106
APEX1_K562_ENCSR256NCI	rnaprot_gt_out/APEX1_K562_ENCSR256NCI_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/APEX1_K562_ENCSR256NCI.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/APEX1_K562_ENCSR256NCI.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	102	61	265	103.25490196078431	90.5	102	61	265	102.55882352941177	89.0
APOBEC3C_K562_ENCSR739VVT	rnaprot_gt_out/APOBEC3C_K562_ENCSR739VVT_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/APOBEC3C_K562_ENCSR739VVT.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/APOBEC3C_K562_ENCSR739VVT.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	853	61	333	101.78077373974209	98	853	61	333	101.8358733880422	98
AQR_HepG2_ENCSR018WPY	rnaprot_gt_out/AQR_HepG2_ENCSR018WPY_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/AQR_HepG2_ENCSR018WPY.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/AQR_HepG2_ENCSR018WPY.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	8952	61	319	104.53362377122431	98.0	8952	61	319	104.19291778373548	97.0
AQR_K562_ENCSR606BPV	rnaprot_gt_out/AQR_K562_ENCSR606BPV_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/AQR_K562_ENCSR606BPV.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/AQR_K562_ENCSR606BPV.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	17100	61	257	93.11959064327485	89.0	17100	61	257	92.90777777777778	89.0
BCCIP_HepG2_ENCSR485QCG	rnaprot_gt_out/BCCIP_HepG2_ENCSR485QCG_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/BCCIP_HepG2_ENCSR485QCG.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/BCCIP_HepG2_ENCSR485QCG.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	430	61	306	108.15813953488372	102.5	430	61	306	109.14651162790697	104.0
BCLAF1_HepG2_ENCSR876EYA	rnaprot_gt_out/BCLAF1_HepG2_ENCSR876EYA_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/BCLAF1_HepG2_ENCSR876EYA.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/BCLAF1_HepG2_ENCSR876EYA.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	23590	61	316	95.01801610852056	90.0	23590	61	316	94.95074183976261	89.0
BUD13_HepG2_ENCSR830BSQ	rnaprot_gt_out/BUD13_HepG2_ENCSR830BSQ_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/BUD13_HepG2_ENCSR830BSQ.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/BUD13_HepG2_ENCSR830BSQ.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	3903	61	284	102.64873174481168	98	3903	61	284	102.22316167050987	97
BUD13_K562_ENCSR663WES	rnaprot_gt_out/BUD13_K562_ENCSR663WES_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/BUD13_K562_ENCSR663WES.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/BUD13_K562_ENCSR663WES.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	8069	61	281	100.05961085636386	96	8069	61	281	99.85933820795637	96
CACTIN_HepG2_ENCSR150QBS	rnaprot_gt_out/CACTIN_HepG2_ENCSR150QBS_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/CACTIN_HepG2_ENCSR150QBS.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/CACTIN_HepG2_ENCSR150QBS.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	290	61	243	110.44137931034483	108.0	290	61	243	109.1103448275862	105.0
CACTIN_K562_ENCSR145KZO	rnaprot_gt_out/CACTIN_K562_ENCSR145KZO_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/CACTIN_K562_ENCSR145KZO.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/CACTIN_K562_ENCSR145KZO.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	277	61	225	90.90252707581227	86	277	61	225	90.57039711191335	85
CDC40_HepG2_ENCSR815VVI	rnaprot_gt_out/CDC40_HepG2_ENCSR815VVI_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/CDC40_HepG2_ENCSR815VVI.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/CDC40_HepG2_ENCSR815VVI.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	953	61	273	107.57922350472194	103	953	61	254	107.58342077649527	102
CPEB4_K562_ENCSR046JHH	rnaprot_gt_out/CPEB4_K562_ENCSR046JHH_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/CPEB4_K562_ENCSR046JHH.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/CPEB4_K562_ENCSR046JHH.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	143	61	207	107.18881118881119	102	143	61	195	106.00699300699301	102
CPSF6_K562_ENCSR532VUB	rnaprot_gt_out/CPSF6_K562_ENCSR532VUB_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/CPSF6_K562_ENCSR532VUB.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/CPSF6_K562_ENCSR532VUB.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	633	61	308	123.58767772511848	118	633	61	308	123.20695102685625	118
CSTF2T_HepG2_ENCSR919HSE	rnaprot_gt_out/CSTF2T_HepG2_ENCSR919HSE_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/CSTF2T_HepG2_ENCSR919HSE.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/CSTF2T_HepG2_ENCSR919HSE.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	15385	61	319	100.97699057523562	97	15385	61	278	100.93805654858629	97
CSTF2T_K562_ENCSR840DRD	rnaprot_gt_out/CSTF2T_K562_ENCSR840DRD_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/CSTF2T_K562_ENCSR840DRD.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/CSTF2T_K562_ENCSR840DRD.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	8849	61	310	110.65295513617357	107	8849	61	310	110.6397333031981	107
CSTF2_HepG2_ENCSR384MWO	rnaprot_gt_out/CSTF2_HepG2_ENCSR384MWO_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/CSTF2_HepG2_ENCSR384MWO.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/CSTF2_HepG2_ENCSR384MWO.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	2409	61	312	121.72353673723536	119	2409	61	248	121.89871315898714	119
DDX1_K562_ENCSR293FWY	rnaprot_gt_out/DDX1_K562_ENCSR293FWY_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DDX1_K562_ENCSR293FWY.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DDX1_K562_ENCSR293FWY.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	2996	61	330	118.37283044058745	114.0	2996	61	330	118.38417890520694	114.0
DDX24_K562_ENCSR999WKT	rnaprot_gt_out/DDX24_K562_ENCSR999WKT_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DDX24_K562_ENCSR999WKT.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DDX24_K562_ENCSR999WKT.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	8154	61	302	95.24650478292862	91.0	8154	61	302	95.1476575913662	91.0
DDX3X_HepG2_ENCSR648LAH	rnaprot_gt_out/DDX3X_HepG2_ENCSR648LAH_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DDX3X_HepG2_ENCSR648LAH.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DDX3X_HepG2_ENCSR648LAH.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	4973	61	318	113.54755680675649	108	4973	61	318	113.64005630404182	108
DDX3X_K562_ENCSR930BZL	rnaprot_gt_out/DDX3X_K562_ENCSR930BZL_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DDX3X_K562_ENCSR930BZL.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DDX3X_K562_ENCSR930BZL.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	4704	61	325	117.24702380952381	112.0	4704	61	325	116.98767006802721	112.0
DDX42_K562_ENCSR576SHT	rnaprot_gt_out/DDX42_K562_ENCSR576SHT_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DDX42_K562_ENCSR576SHT.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DDX42_K562_ENCSR576SHT.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	100	61	234	106.09	98.0	100	61	234	105.46	97.0
DDX43_K562_ENCSR008MQM	rnaprot_gt_out/DDX43_K562_ENCSR008MQM_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DDX43_K562_ENCSR008MQM.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DDX43_K562_ENCSR008MQM.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	7699	61	324	119.19612936745033	115	7699	61	324	119.40109105078582	115
DDX47_K562_ENCSR631HUN	rnaprot_gt_out/DDX47_K562_ENCSR631HUN_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DDX47_K562_ENCSR631HUN.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DDX47_K562_ENCSR631HUN.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	189	61	310	135.06349206349208	130	189	61	310	133.72486772486772	129
DDX51_K562_ENCSR145NLR	rnaprot_gt_out/DDX51_K562_ENCSR145NLR_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DDX51_K562_ENCSR145NLR.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DDX51_K562_ENCSR145NLR.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	349	61	262	104.75071633237822	98	349	61	262	104.34670487106017	98
DDX52_HepG2_ENCSR970FEW	rnaprot_gt_out/DDX52_HepG2_ENCSR970FEW_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DDX52_HepG2_ENCSR970FEW.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DDX52_HepG2_ENCSR970FEW.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	124	61	230	98.96774193548387	92.5	124	61	230	100.0241935483871	96.5
DDX52_K562_ENCSR154CSN	rnaprot_gt_out/DDX52_K562_ENCSR154CSN_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DDX52_K562_ENCSR154CSN.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DDX52_K562_ENCSR154CSN.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	1119	61	247	99.15907059874888	95	1119	61	247	98.7390527256479	95
DDX55_HepG2_ENCSR845VGB	rnaprot_gt_out/DDX55_HepG2_ENCSR845VGB_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DDX55_HepG2_ENCSR845VGB.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DDX55_HepG2_ENCSR845VGB.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	1244	61	280	112.43006430868168	108.5	1244	61	280	111.44453376205787	107.0
DDX55_K562_ENCSR923NKN	rnaprot_gt_out/DDX55_K562_ENCSR923NKN_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DDX55_K562_ENCSR923NKN.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DDX55_K562_ENCSR923NKN.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	892	61	271	103.80156950672645	100.0	892	61	271	104.27802690582959	101.0
DDX59_HepG2_ENCSR214BZA	rnaprot_gt_out/DDX59_HepG2_ENCSR214BZA_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DDX59_HepG2_ENCSR214BZA.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DDX59_HepG2_ENCSR214BZA.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	2291	61	320	115.36490615451768	108	2291	61	320	115.44478393714535	108
DDX6_HepG2_ENCSR141OIM	rnaprot_gt_out/DDX6_HepG2_ENCSR141OIM_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DDX6_HepG2_ENCSR141OIM.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DDX6_HepG2_ENCSR141OIM.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	348	61	201	104.04885057471265	100.5	348	61	201	102.61206896551724	98.5
DDX6_K562_ENCSR893EFU	rnaprot_gt_out/DDX6_K562_ENCSR893EFU_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DDX6_K562_ENCSR893EFU.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DDX6_K562_ENCSR893EFU.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	1594	61	291	111.82810539523211	107.0	1594	61	291	111.41530740276035	106.5
DEK_HepG2_ENCSR332LFL	rnaprot_gt_out/DEK_HepG2_ENCSR332LFL_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DEK_HepG2_ENCSR332LFL.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DEK_HepG2_ENCSR332LFL.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	239	61	181	76.32635983263599	61	239	61	181	75.51046025104603	61
DEK_K562_ENCSR691HQP	rnaprot_gt_out/DEK_K562_ENCSR691HQP_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DEK_K562_ENCSR691HQP.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DEK_K562_ENCSR691HQP.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	93	61	263	134.94623655913978	141	93	61	263	134.4731182795699	141
DGCR8_HepG2_ENCSR061SZV	rnaprot_gt_out/DGCR8_HepG2_ENCSR061SZV_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DGCR8_HepG2_ENCSR061SZV.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DGCR8_HepG2_ENCSR061SZV.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	1036	61	236	97.56853281853282	94.0	1036	61	236	98.20366795366796	95.0
DGCR8_K562_ENCSR947JVR	rnaprot_gt_out/DGCR8_K562_ENCSR947JVR_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DGCR8_K562_ENCSR947JVR.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DGCR8_K562_ENCSR947JVR.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	734	61	235	94.066757493188	89.0	734	61	235	94.40463215258856	88.0
DGCR8_adrenal-gland_ENCSR634MFO	rnaprot_gt_out/DGCR8_adrenal-gland_ENCSR634MFO_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DGCR8_adrenal-gland_ENCSR634MFO.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DGCR8_adrenal-gland_ENCSR634MFO.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	210	61	231	89.79523809523809	86.0	210	61	231	89.12857142857143	87.0
DHX30_HepG2_ENCSR565DGW	rnaprot_gt_out/DHX30_HepG2_ENCSR565DGW_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DHX30_HepG2_ENCSR565DGW.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DHX30_HepG2_ENCSR565DGW.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	95	61	269	84.48421052631579	75	95	61	269	82.32631578947368	72
DHX30_K562_ENCSR529GSJ	rnaprot_gt_out/DHX30_K562_ENCSR529GSJ_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DHX30_K562_ENCSR529GSJ.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DHX30_K562_ENCSR529GSJ.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	738	61	260	98.19647696476964	93.0	738	61	260	98.32113821138212	92.0
DKC1_HepG2_ENCSR301TFY	rnaprot_gt_out/DKC1_HepG2_ENCSR301TFY_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DKC1_HepG2_ENCSR301TFY.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DKC1_HepG2_ENCSR301TFY.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	747	61	296	100.08032128514056	97	747	61	272	99.92101740294511	96
DROSHA_HepG2_ENCSR834YLD	rnaprot_gt_out/DROSHA_HepG2_ENCSR834YLD_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DROSHA_HepG2_ENCSR834YLD.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DROSHA_HepG2_ENCSR834YLD.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	1365	61	319	120.01538461538462	114	1365	61	319	119.77655677655677	115
DROSHA_K562_ENCSR653HQC	rnaprot_gt_out/DROSHA_K562_ENCSR653HQC_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DROSHA_K562_ENCSR653HQC.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DROSHA_K562_ENCSR653HQC.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	3228	61	272	107.14219330855019	101.0	3228	61	272	107.17100371747212	102.0
EED_K562_ENCSR171XCR	rnaprot_gt_out/EED_K562_ENCSR171XCR_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/EED_K562_ENCSR171XCR.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/EED_K562_ENCSR171XCR.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	12052	61	338	121.37446067042815	116.0	12052	61	338	121.30559243279124	116.0
EEF2_K562_ENCSR004VIR	rnaprot_gt_out/EEF2_K562_ENCSR004VIR_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/EEF2_K562_ENCSR004VIR.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/EEF2_K562_ENCSR004VIR.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	87	61	169	80.95402298850574	65	87	61	169	79.01149425287356	63
EFTUD2_HepG2_ENCSR527DXF	rnaprot_gt_out/EFTUD2_HepG2_ENCSR527DXF_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/EFTUD2_HepG2_ENCSR527DXF.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/EFTUD2_HepG2_ENCSR527DXF.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	6017	61	267	107.70816021273059	103	6017	61	267	107.5757021771647	103
EFTUD2_K562_ENCSR844RVX	rnaprot_gt_out/EFTUD2_K562_ENCSR844RVX_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/EFTUD2_K562_ENCSR844RVX.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/EFTUD2_K562_ENCSR844RVX.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	4769	61	299	113.31516041098763	108	4769	61	299	113.42944013420004	109
EIF3A_K562_ENCSR311SHM	rnaprot_gt_out/EIF3A_K562_ENCSR311SHM_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/EIF3A_K562_ENCSR311SHM.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/EIF3A_K562_ENCSR311SHM.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	7735	61	331	128.35177763413057	122	7735	61	331	128.05507433742727	122
EIF3D_HepG2_ENCSR041NUV	rnaprot_gt_out/EIF3D_HepG2_ENCSR041NUV_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/EIF3D_HepG2_ENCSR041NUV.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/EIF3D_HepG2_ENCSR041NUV.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	763	61	281	102.11271297509829	97	763	61	281	102.93577981651376	98
EIF3G_K562_ENCSR023PKW	rnaprot_gt_out/EIF3G_K562_ENCSR023PKW_varlen_ext20_gt_out	rnaprot_gt_out/pos_neg_fasta_out/EIF3G_K562_ENCSR023PKW.varlen_ext20.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/EIF3G_K562_ENCSR023PKW.varlen_ext20.negatives.bed	--max-len 300 --mode 2 --seq-ext 20 --seed 1	242	61	209	102.9297520661157	98.0	242	61	208	101.99586776859505	96.5
