protein_key	protein_name	protocol	model	domain_class	domain_architecture	source	auroc	auprc	n_train	n_test	n_pos	n_neg	n_deduped_removed	split_mode
RBPMS2	RBPMS2	rnacompete_rbpzoo	logistic_regression	RRM	RRM	computed	0.9813232284342135	0.9565567985497282	9336	2334	4045	7625	0	honest_trainval_test
RNPC3	RNPC3	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM	computed	0.9778284952035557	0.9421293025777424	5304	1327	2129	4502	0	honest_trainval_test
SNRPB2	SNRPB2	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM	computed	0.9679028831562974	0.9309561316318904	4136	1034	1875	3295	0	honest_trainval_test
TIA1	TIA1	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM;RRM	computed	0.9895770827339608	0.9769803685668994	5092	1274	2174	4192	0	honest_trainval_test
FMR1	fmr1	rnacompete_rbpzoo	logistic_regression	KH	KH;KH	computed	0.9617399264616506	0.9418100647423118	5895	1474	3042	4327	0	honest_trainval_test
HNRNPA0	hnrnpa0	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM	computed	0.9798922523380728	0.9563144825459018	6468	1617	3146	4939	0	honest_trainval_test
MEX3C	mex3c	rnacompete_rbpzoo	logistic_regression	KH	KH	computed	0.9756007940865575	0.944963762779066	12307	3077	5318	10066	0	honest_trainval_test
PABPC4	pabpc4	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM;RRM;RRM	computed	0.9848661493335313	0.9628809139527321	6983	1746	2873	5856	0	honest_trainval_test
RBM28	rbm-28	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM;RRM;RRM	computed	0.9684428091718107	0.9269694418776362	7336	1834	2861	6309	0	honest_trainval_test
RBM14	rbm14	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM	computed	0.9957607717041801	0.9908929339972803	7475	1869	3126	6218	0	honest_trainval_test
SART3	sart3	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM	computed	0.9846372359135332	0.9684369392752656	8796	2200	4025	6971	0	honest_trainval_test
SUP12	sup-12	rnacompete_rbpzoo	logistic_regression	RRM	RRM	computed	0.9955782798285425	0.9887636620711838	6359	1590	2455	5494	0	honest_trainval_test
TARDBP	tardbp	rnacompete_rbpzoo	logistic_regression	RRM	RRM;RRM	computed	0.990912816579072	0.9823160048136494	8637	2160	3534	7263	0	honest_trainval_test
TRA2B	tra2b	rnacompete_rbpzoo	logistic_regression	RRM	RRM	computed	0.9603185627633468	0.9246841949840304	4160	1040	2072	3128	0	honest_trainval_test
ELAVL1	ELAVL1	eclip	logistic_regression	RRM	RRM;RRM;RRM	computed	0.8294486215538848	0.7527699059276785	2392	599	1000	1991	0	honest_trainval_test
FUS	FUS	eclip	logistic_regression	RRM	RRM	computed	0.5677010050251257	0.3873698996695979	2391	598	1000	1989	0	honest_trainval_test
HNRNPA1	HNRNPA1	eclip	logistic_regression	RRM	RRM;RRM	computed	0.6274978106838627	0.4668488787360483	1898	475	792	1581	616	honest_trainval_test
HNRNPC	HNRNPC	eclip	logistic_regression	RRM	RRM	computed	0.8110902255639099	0.7120123524552211	2396	599	999	1996	1	honest_trainval_test
IGF2BP1	IGF2BP1	eclip	logistic_regression	unknown		computed	0.6685324675324675	0.5138248164861913	2336	585	1000	1921	5	honest_trainval_test
QKI	QKI	eclip	logistic_regression	KH	KH	computed	0.681486146095718	0.5470062341880176	2385	597	997	1985	0	honest_trainval_test
RBFOX2	RBFOX2	eclip	logistic_regression	RRM	RRM	computed	0.5937260273972602	0.4705066614939325	2258	565	999	1824	4	honest_trainval_test
TARDBP	TARDBP	eclip	logistic_regression	RRM	RRM;RRM	computed	0.8625744047619048	0.8183331587198681	2141	536	1000	1677	4	honest_trainval_test
